Well,Platform,Sand Risk,"WHFP
(bars)",Date of last survey,Last sand level,Marker,Sand control,"ClampOn
Survey
Frequency",Delay survey (days),Next Survey Date,Velocity,SandProbe installation date,Choke Type,T-shape Installation,"EMS
(Erosion Monitoring system)",Gas Detector,"Change
choke
request",WELL STATUS,"Top Perfo Depth
(mSS)",Current Qgas (MMscfd),"DP Ratio (WHFP/ Flow Line Pressure), Barg",Max. Del. Pot. (MMscfd)
TN-Dx62,GTSDx,Low,64,16-Nov-18,,Shallow,GP,8 weeks,0,11-Jan-19,0,4-Feb-13,Cameron Plug & Cage CC40,YES, , ,SI,"SIBU_due to no flow.Last visited 10/11/2023. Remove DBB, DBC & Thermowell. Blind flange installed. 'Depressurize from DHSV up to surface",982,0,,0
TN-E1,GTSE,Low,58,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Fully Shut in well. Well visited (17/11/2023). Interconnection between UMV and SDV transit. Depressurize well flowline to GTS. Regulator IGS supply for HYD.Pump n/a. SSV wing exhaust broken.,3117,0,,0
TN-E10-ST2,GTSE,Low,10,15-Nov-20,Sand Free,SU4,NO,8 weeks,0,10-Jan-21,0,,Cameron Fixed,YES, , ,SI,"SIBU_due to no flow. Well visited (08/06/2023). F/R broken. (Low risk, Sand probe N/A). Hyd oil low level.",4578,0,,0.5
TN-E117,GTSE,Low,95.7,11-Aug-19,Sand Free,SU3,NO,8 weeks,0,6-Oct-19,0,28-Apr-14,Cameron Plug & Cage CC40,, , ,SI,"SIBU_due to no flow. Well visited (28/04/2023). Well keep S/I due to heavy external corrosion at 8"" riser well TN-W2 (Commingle well). Regulator SDV outgoing broken. SDV-1921 IGS to remote wells cannot fully closed. Intrumentation on WHCP panel missing su",3996,0,,1.3
TN-E12,GTSE,Low,218,,,SU4,NO,8 weeks,0,Not yet survey,0,,Cameron Needle & Seat,, , ,SI,"SIBU_due to no flow. Fully Shut in well. Well visited (16/01/2023). WH choke stuck at 30/64"". NRV flowline, NRV at test header and NRV horizontal at manifold gts in reversed direction for LLP program. Internal auto choke was reinstralled, not leak test ye",4633,0,,0
TN-E129,GTSE,Low,70,,,SU1,NO,8 weeks,0,Not yet survey,0,3-Jun-12,Cameron Blind CC40,, , ,SI,SIBU_due to no flow. Fully Shut in well. Well visited (18/02/2022). Ann#A & B PG broken. Manual wing stuck closed.  NUFLO Removed for Installed On TN-B173 and Spare.,3599,0,,0
TN-E13,GTSE,Low,10,28-Jan-22,Sand Free,SU4,NO,8 weeks,0,25-Mar-22,0,,Cameron Blind CC40,, , ,SI,"SIBU_due to no flow. Well visited (05/06/2023). F/R broken. found SSV Wing stuck open, Sigma hyd for DHSV stuck, Sigma hyd for UMV stuck & hyd oil at WHCP low level.",3426,0,,0
TN-E131,GTSE,Low,90,10-Dec-22,Sand Free,SU1,NO,8 weeks,0,4-Feb-23,0,15-Aug-12,Cameron Blind CC40,YES, , ,SI,SIBU_due to no flow. Well visited (31/12/2023). (Sand probe available and on service).,3530,0,,0.1
TN-E14,GTSE,Low,145,15-Jul-19,Sand Free,SU4,NO,8 weeks,0,9-Sep-19,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Well visited (04/07/2023). Found SSV Wing was leaking during traveling to open position. Regulator ESDV outgoing N/A.,4203,0,,0.1
TN-E15,GTSE,Low,0,,,SU4,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Well visited (04/07/2023).,3536,0,,0
TN-E17,GTSE,Low,119,25-May-18,,SU4,NO,8 weeks,0,20-Jul-18,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Fully shut in well. Flowline disconected. Well visited (04/07/2023). Found leaking at bonnet UMV and SSV wing. .,4037,0,,0
TN-E18,GTSE,Low,24.3,15-Nov-20,Sand Free,SU4,NO,8 weeks,0,10-Jan-21,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Well keep S/I due to heavy external corrosion at 8"" riser well TN-W2 (Commingle well). Well visited (28/04/2023). Intrumentation on WHCP panel missing suspect of theft.",4199,0,,0
TN-E2,GTSE,Low,85,,,SU3,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Well visited (11/11/2023). Auto choke leaking at bonnet. Well F/L corroded, kept depressurized. Ann#B vaccum. Regulator PSLL at manifold broken. SDV incoming passing, close SDV transit at adjecent in case depressurize GTS manifold. Re",3940,0,,0
TN-E24,GTSE,Low,6.7,5-Aug-18,,SU3,NO,8 weeks,0,30-Sep-18,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Fully Shut in well. Well visited (04/07/2023).Quick exhaust 2nd SDV  incoming N/A. Plugging well.,3449,0,,0
TN-E25,GTSE,Low,158.2,,,SU3,NO,8 weeks,0,Not yet survey,0,1-Jun-14,Cameron Blind CC40,YES,,,SI,"SIBU_due to no flow. Well visited (20/03/2022). CI line leaking at tubing connection. Ann #B PG broken. CANNOT POP (Corrosion issue at riser IGS line).Replace PSV flowline, Completed. Pressure test could not be done due to FL corrosion issue",3554,0,,0
TN-E27,GTSE,Low,65,7-Dec-17,,SU4,NO,8 weeks,0,1-Feb-18,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Fully Shut in well. Well visited (27/03/2023). ESDV incoming stuck open 90%. NRV at test header and NRV horozontal at manifold gts in reversed direction for LLP program. Internal auto choke  was reinstalled, not leak test yet. UMV pum",3788,0,,0
TN-E3,GTSE,Low,111,,,SU4,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,, , ,SI,SIBU_as per WPT request. Depressurized well flowline to GTS. Well visited (22/09/2022). Sigma for DHSV N/A. SDV outgoing stuck closed. UMV pump N/A.,4534,0,,0
TN-E4,GTSE,Low,131,31-Aug-17,,SU4,NO,8 weeks,0,26-Oct-17,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Fully Shut in well. Well visited (25/08/2022). SSV Wing cannot open due to leak at seal piston. DHSV pump low performance, control line leaking at body bleed off valve. Leaking at flanges connection Xmasstree to SSV wing, depressurize",3919,0,,0
TN-E40,GTSE,Low,0,1-Jan-20,Sand Free,SU4,NO,8 weeks,0,26-Feb-20,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Well visited (09/05/2023). Ann#C no access. UMV Haskel Pump cavitation. POP revive cancelled due to Leak from Vent hole actuator SSV Wing.,3585,0,,0
TN-E42,GTSE,Low,3.2,25-May-18,,SU4,NO,8 weeks,0,20-Jul-18,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Fully Shut in well. Well visited (04/07/2023). Quick exhaust 2nd SDV  incoming N/A. Plugging well.,3803,0,,0
TN-E5-K1-ST1,GTSE,Low,104,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Fully Shut in well. Well visited (17/03/2023). CI package NA. CANNOT POP (Corrosion issue at riser IGS line). Replace PSV flowline, Completed. Pressure test could not be done due to FL corrosion issue.",2875,0,,0
TN-E6,GTSE,Low,34.5,1-Oct-22,Sand Free,SU2,NO,8 weeks,0,26-Nov-22,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Well visited (25/05/2023). Ann#A no PG, Ann#B no access. Nuflo Error (Zero Check = 0.29 IN H2O). SSV wing stuck open.DHSV pump low performance,leak at SSV wing actuator. NUFLO Removed for Installed On TN-B173 and Spare.",3556,0,,0.2
TN-E7-D,GTSE,Low,9.5,14-Feb-19,Sand Free,SU4,NO,8 weeks,0,11-Apr-19,0,,Val Inc.,, , ,SI,SIBU_due to no flow. Well visited (27/06/2023). F/R broken. Ann#B no PG. NUFLO Removed for Installed On TN-B173 and Spare.,4251,0,,2.2
TN-E8-ST1,GTSE,Low,168.3,12-Mar-18,,SU3,NO,8 weeks,0,7-May-18,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Fully Shut in well. Well visited (09/12/2023). Quick exhaust SSV wing N/A, exit block DHSV leaking. CI package not complete. Ann#B PG broken. CANNOT POP (Corrosion issue at riser IGS line). Replace RTJ gasket & B/N at manifold TN-E8/E",3751,0,,0
TN-E9,GTSE,Low,116,17-Aug-19,Sand Free,SU4,NO,8 weeks,0,12-Oct-19,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Well visited (09/12/2023). Regulator PSHH at manifold broken. CI package not complete. CANNOT POP (Corrosion issue at riser IGS line). Annulus B valve hard to operated (stuck). Replace RTJ gasket & B/N at manifold TN-E8/E9 (P6,P7,P8,P",3794,0,,0
TN-F25,GTSF,Low,160,22-Jan-19,Sand Free,SU1,NO,8 weeks,0,19-Mar-19,0,5-Feb-13,Cameron Fixed,YES, , ,SI,SIBU_due to no flow. Well visited (24/06/2023). Replace PSV completed pressure test 10 Barg. Instrument gas drop. Leaking at Vent SSV actuator while opening. Hydraulic low level.,2680,0,,0
TN-F471,GTSF,Low,45,18-Mar-23,Sand Free,SU3,NO,8 weeks,0,13-May-23,,24-Jun-19,Masterflo P3,,,,SI,"Perfo_additional perforation, shut in after PBMS flowing. Well visited (06/12/2023). Nuflo Error (zero check dp stuck at 1.1 ""H2O, temp stuck at 15.5°C).",2780,0,,
TN-F474B,GTSF,Low,72,15-Apr-23,Sand Free,SU4,NO,8 weeks,0,10-Jun-23,,,Masterflo P3,,,,SI,SIBU_due to no flow. Well visited (26/11/2023). NuFlo not accurate.,3204,0,,
TN-F485,GTSF,Low,160,21-Oct-21,Sand Free,SU3,NO,8 weeks,0,16-Dec-21,,19-Oct-19,Masterflo P3,,,,SI,"Data acq_as per WPT recommendation. Shut in after PBMS Flowing. Well visited (22/10/2023). NuFlo OK. CI injection at TN-F474B. Gear box 8"" BV removed to be repair at SPU workshop, BV keep open 100%. Internal Masterflo broken.",2903,0,,
TN-F488,GTSF,Low,83,11-Mar-23,Sand Free,SU2,NO,8 weeks,0,6-May-23,,19-Oct-19,Masterflo P3,,,,SI,Well visited (26/11/2023). NuFlo not accurate. Keep shut in due to emulsion Well.,3383,0,,
TN-F489,GTSF,Low,165,12-Jun-23,Sand Free,SU2,NO,8 weeks,0,7-Aug-23,,19-Oct-19,Masterflo P3,,,,SI,Offload_rig down testing barge. Kept S/I due to weak flow. Well visited (30/10/2023). NuFlo not accurate. DHSV hyd. jumper from UMV hyd.,3312,0,,
TN-F490,GTSF,Low,15,27-Feb-21,Sand Free,SU4,NO,8 weeks,0,24-Apr-21,,19-Oct-19,Masterflo P3,,,,SI,SIBU_due to no flow. Last visited (30/10/2023). NuFlo Ok.,3288,0,,
TN-F8,GTSF,Low,0,4-Sep-23,Sand Free,SU3,NO,8 weeks,0,30-Oct-23,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Well visited (23/12/2023). Ann#A PG broken.,4416,0,,1.7
TN-Fx105,GTSFx,Low,92.2,20-May-23,Sand Free,SU1,NO,8 weeks,0,15-Jul-23,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Well visited (22/12/2023). FT GTS not accurate. Autochoke positioner problem.,2952,0,,0.2
TN-Fx106,GTSFx,Low,22.7,28-Oct-17,,SU1,NO,8 weeks,0,23-Dec-17,0,,Cameron Plug & Cage CC40,, , ,SI,SIBU_due to no flow. Fully Shut in well. Well visited (22/12/2023). Quick exhaust SSV wing N/A. PSV for sigma DHSV N/A.,2518,0,,0.4
TN-Fx123,GTSFx,Low,0,11-Dec-23,Sand Free,SU1,NO,8 weeks,0,5-Feb-24,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Well visited (22/12/2023).,2814,0,,0
TN-Fx18.T2,GTSFx,Low,29.5,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,YES, , ,SI,SIBU_due to no flow. Well visited (16/08/2023). Found LIT hyd oil for DHSV  n/a and LIT hyd oil for UMV no display at local panel. PSV Sigma for DHSV has Canibalized for Fx31. SSV wing at local panel can't holding.,3018,0,,0
TN-Fx403.T1,GTSFx,Low,20,4-Feb-23,Sand Free,SU1,NO,8 weeks,0,1-Apr-23,0,,Vonk DV,,,,SI,SIBU_due to no flow. Well visited (29/11/2023). FT GTS not accurate. PSV sigma for DHSV N/A.,2810,0,,0.9
TN-Fx41,GTSFx,Low,159,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,YES, , ,SI,SIBU_due to no flow. Well visited (07/10/2023). Ann#B PG broken. SkoFlo N/A. LT for DHSV not available.SSV wing stuck closed,2902,0,,0
TN-Fx475,GTSFx,Low,51,19-Aug-22,Sand Free,SU2,NO,8 weeks,0,14-Oct-22,,15-Apr-19,Masterflo P3,,,,SI,SIBU_due to no flow. Well visited (01/08/2023).,3278,0,,
TN-Fx484,GTSFx,Low,75,9-Oct-23,Sand Free,SU4,NO,8 weeks,0,4-Dec-23,,23-Mar-20,Masterflo P3,,,,SI,"SIBU_due to no flow. Well visited (19/12/2023). NuFlo ok. KEEP PRESSURE DHSV maximum at 3000 Psi.'Found manual wing valve cannot open, suspect pin broken.",3992,0,,
TN-Fx487,GTSFx,Low,35,22-Oct-23,Sand Free,SU4,NO,8 weeks,0,17-Dec-23,,23-Mar-20,Masterflo P3,,,,SI,SIBU_due to no flow. Well visited (03/01/2024).,3251,0,,
TN-Fx496,GTSFx,Low,0,11-Nov-23,Sand Free,,NO,8 weeks,0,6-Jan-24,,,,,,,SI,SIBU_due to no flow. Well visited (30/12/2023). Nuflo OK.,3909,0,,
TN-G1,GTSG,Low,110,,,SU1,NO,8 weeks,0,Not yet survey,0,,FMC,YES, , ,SI,"SIBU_due to no flow. Last visited on 29/01/2022. Can't POP due to 8"" BV flow line stuck open 20%. Leaking at conductor pipe. Ann#A PG n/a and Ann#B PG broken. Ann#A vacum. Repair Autchoke d/t stuck closed, cpl. Note : positioner broken, Autochoke put on f",3156,0,,0
TN-G12,GTSG,Low,62.8,29-Jan-20,Sand Free,SU1,NO,8 weeks,0,25-Mar-20,0,27-May-13,Cameron Fixed,YES, , ,SI,SIBU_due to no flow. Last visited on 22/08/2023. Ann#C no facilities. Autochoke stack closed. UMV Pump N/A. Regulator UMV Pump Passing. Depressurized well flowline from well to GTS for site preparation dredging by CB ASL 82 ( new well TN-G468/478/479/509,3552,0,,2.7
TN-G14.T1,GTSG,Low,90,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,YES, , ,SI,SIBU_due to no flow. Last visited on 29/10/2023. Regulator SDV 22N03 leak.,3253,0,,0
TN-G15,GTSG,Low,48.2,5-Sep-18,,SU1,NO,8 weeks,0,31-Oct-18,0,,Cameron Fixed,YES, , ,SI,"SIBU_due to no flow. Fully Shut-in well. Last visited on 24/01/2023. Remove DBB, DBC and Thermowell at Xmastree and install blind. IGS drop (be careful). Depressurize 8"" flowline and 2"" IG line, from WH to GTS for cluster maintenance dredging (CB Strait F",3154,0,,1.4
TN-G16,GTSG,Low,52,3-Jul-21,Sand Free,SU3,NO,8 weeks,0,28-Aug-21,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Last visited on 24/01/2023. IGS drop to operate ESDV outgoing (be carefull). Flow to TMP-2. Found leak from SSV Wing actuator bonnet, 'Depressurize 8"" flowline and 2"" IG line, isloated at SDV incoming GTS and SDV IGS to Remote. Thinin",4353,0,,0.9
TN-G161,GTSG,Low,110,,,SU4,NO,8 weeks,0,Not yet survey,0,10-Jun-14,Cameron Blind CC30,, , ,SI,"SIBU_due to no flow. 2nd SDV incoming at GTS can't open due to three way PSHH at GTS panel stuck close. Last visited on 25/11/2023. Manual wing stuck open. Found missing some instrumentation tubing,regulators and pumps from panel TN-G89/G161/G176. PSV rep",3605,0,,0
TN-G168,GTSG,Low,20,,,SU1,NO,8 weeks,0,Not yet survey,0,3-Jan-13,Cameron Plug & Cage CC40,, , ,SI,"SIBU_due to no flow. Last visited on 01/08/2022. Ann#A PG broken. IGS drop to 4.5 Barg, WHCP can't be operated. Found platform ESD-1 activated, tubing instrumentation not completed. Stranded Area.",2698,0,,5.1
TN-G170,GTSG,Low,72.3,10-Dec-21,Sand Free,SU2,NO,8 weeks,0,4-Feb-22,0,3-Sep-13,Cameron Plug & Cage CC40,, , ,SI,"SIBU_due to no flow. Last visited on 24/01/2023. Depressurize 8"" flowline and 2"" IG line,isloated at SDV incoming GTS and SDV IGS to Remote. DHSV pump N/A and need top up hydraulic oil level.Don’t POP thining issue at flowline at TN-G16.",3204,0,,1.1
TN-G172,GTSG,Low,35,,,SU1,NO,8 weeks,0,Not yet survey,0,21-Sep-13,Cameron Plug & Cage CC40,, , ,SI,SIBU_due to no flow. Last visited on 11/10/2023. Regulator SDV 22N03 leak.,2707,0,,0
TN-G176,GTSG,Low,110,,,SU4,NO,8 weeks,0,Not yet survey,0,10-Jun-14,Cameron Plug & Cage CC30,, , ,SI,"SIBU_due to no flow. 2nd SDV incoming at GTS can't open due to three way PSHH at GTS panel stuck close. Manual wing valve stuck open. Last visited on 25/11/2022. Canibalized for Tn-G53. Found missing some instrumentation tubing,regulators and pumps from p",3914,0,,0
TN-G19,GTSG,Low,126,9-Mar-17,,SU1,NO,8 weeks,0,4-May-17,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Fully Shut-in well. 2nd SDV incoming at GTS can't open due to three way PSHH at GTS panel stuck close. Last visited on 21/08/2023. Ann#C = no PG. DHSV Pump / Haskel IG Supply is leak at Spring. UMV Pump / Haskel iG is Not Available. A,3554,0,,0.2
TN-G20,GTSG,Low,107,28-May-22,Sand Free,SU1,NO,8 weeks,0,23-Jul-22,0,14-Apr-13,Cameron Fixed,YES, , ,SI,"SIBU_due to no flow. Last  visited on 04/09/2022. F/R not installed. CI not injected due to package incomplete.  Found platform ESD-1 activated, tubing instrumentation not completed. Stranded Area. Walkway blocked by vegetation. SDV incoming at GTS-G stuc",2652,0,,0.4
TN-G24,GTSG,Low,50,27-Nov-17,,SU4,NO,8 weeks,0,22-Jan-18,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. 2nd SDV incoming at GTS can't open due to three way PSHH at GTS panel stuck close. Last visited on 25/11/2023. F/R not installed. Ann#C PG n/a. Regulator SDV out going cannibal for TN-G53. Found platform ESD-1 activated, tubing instru",3820,0,,0
TN-G29,GTSG,Low,40,23-Oct-18,,SU1,NO,8 weeks,0,18-Dec-18,0,,Cameron Fixed,YES, , ,SI,SIBU_due to no flow. Last visited on 18/10/2023.,2872,0,,0
TN-G37,GTSG,Low,120,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,YES, , ,SI,"ESD logic disconnected for panel WHCP. Fully Shut-in well. Annulus data from WLC Last visited on 24/01/2023. ESDV IGS force open. Killing Valve hard to operate. Isolate LMV to avoid gas passing from Killing Valve, but it's still passing. Depressurize 8"" f",2953,0,,0
TN-G4,GTSG,Low,53,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,, , ,SI,SIBU_due to no flow. Last visited on 13/08/2023. Flowline is disconnected. Ann#A and Ann#B PG broken.,3393,0,,0
TN-G473,GTSG,Low,40,14-Jan-23,Sand Free,,NO,8 weeks,0,11-Mar-23,,,Masterflo P3,,,,SI,"SIBU_due to no flow. Last visited on 18/12/2023. 2nd SDV incoming at GTS can't open due to three way PSHH at GTS panel stuck close. NuFlo OK. CI drum outlet and level glass (kenco) plugged. PSV replacement slot G, leak test 20 BarG, good.",3454,0,,
TN-G468.T1,GTSG,Low,0,9-Dec-23,Sand Free,,NO,8 weeks,0,3-Feb-24,,,,,,,SI,Perfo clean up_SI after PBMS flowing. Qgas = No reference. Last visited on 1/1/2023. Temperature of nuflo not accurate. Ci Pump broken.,3744,0,,
TN-G5,GTSG,Low,5,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,, , ,SI,"Plug Ancol_Plugging prior drilling new well TN-G468/G478. Last visited on 4/11/2023. Ann#A PG n/a. Regulator master pump broken. Depressurized flowline from WH to 8"" BV Outgoing due to thinning issue (after inspection). SSV Wing leak at body actuator . (s",3438,0,,0
TN-G51,GTSG,Low,0,26-Nov-21,Sand Free,Shallow,GP,8 weeks,0,21-Jan-22,0,30-Sep-10,Cameron Fixed,YES, , ,SI,"SD_due to ESD 1 cluster plaform. Last visited on 15/08/2022. NuFlo not accurate. CI not injected due to package incomplete. Found platform ESD-1 activated, tubing instrumentation not completed. Stranded Area. SDV incoming at GTS-G stuck open (Trouble shoo",797,0,,0
TN-G52,GTSG,Low,128,18-Aug-18,,Shallow,GP,8 weeks,0,13-Oct-18,0,24-Dec-11,Cameron Fixed,YES, , ,SI,"Last visited on 18/12/2022.  Barton chart WHCP missing. CI package not complete, Instrumentasi not complit. WHCP can't be operated. IGS Plugged. Nuflo campaign : Nuflo N/A. Found platform ESD-1 activated, tubing instrumentation not completed. Stranded Are",1896,0,,0
TN-G53,GTSG,Low,86.2,4-Jan-22,Sand Free,SU4,NO,8 weeks,0,1-Mar-22,0,,Cameron Fixed,, , ,SI,"SD_due to ESD 1 cluster plaform --> Found missing some instrumentation tubing,regulators and pumps from panel TN-G89/G161/G176. Last visited on 12/04/2023. 2nd SDV incoming at GTS can't open due to three way PSHH at GTS panel stuck close. PSV replacement",3612,0,,0.5
TN-G54,GTSG,Low,158.2,31-Dec-19,Sand Free,SU4,NO,8 weeks,0,25-Feb-20,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Last visited on 12/04/2023. 2nd SDV incoming at GTS can't open due to three way PSHH at GTS panel stuck close. Ann#A PG broken, Ann#B and C PG n/a. Regulator SDV outgoing N/A. Canibalized for Tn-G53.  Found platform ESD-1 activated. F",3564,0,,0
TN-G57,GTSG,Low,2.9,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Blind CC40,, , ,SI,"SIBU_due to no flow. Fully Shut-in well. Last visited on 14/03/2023. CI package not complete, Sand probe not complete. IGS Plugged. Found platform ESD-1 activated, tubing instrumentation not completed. Stranded Area. Walkway blocked by vegetation. SDV inc",2538,0,,0
TN-G66,GTSG,Low,0,15-Nov-23,Sand Free,Shallow,GP,8 weeks,0,10-Jan-24,0,6-Oct-11,Cameron Plug & Cage CC30,YES, ,NOT YET,SI,HLW_S/I for level observation during LTP-B strainer cleaning. Last visited on 3/1/2023. F/R broken.,994,0,,0.1
TN-G68-D,GTSG,Low,20,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Blind CC40,YES, , ,SI,"SIBU_due to no flow. Last visited on 05/04/2023 Skoflo N/A. Instrumentation Not Completed, Barton Chart is lose (LR 2015.08.10).",3330,0,,0.2
TN-G7,GTSG,Low,95,,,SU1,NO,8 weeks,0,Not yet survey,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Last visited on 17/09/2023. Regulator SDV outgoing broken. Found platform ESD-1 activated, tubing instrumentation not completed. Stranded Area. Walkway blocked by vegetation. SDV incoming at GTS-G stuck open (Trouble shoot I/P).",3421,0,,0
TN-G71,GTSG,Low,3,1-Oct-17,,Shallow,GP,8 weeks,0,26-Nov-17,0,10-Apr-13,Cameron Blind CC40,YES, , ,SI,SIBU_due to no flow. Fully Shut-in well. Last visited on  23/09/2022. Disconnected Flowline and WHCP panel.,1045,0,,0
TN-G72,GTSG,Low,0,22-Jan-22,Sand Free,Shallow,GP,8 weeks,0,19-Mar-22,0,26-Apr-14,Cameron Plug & Cage CC40,YES, , ,SI,SIBU_due to no flow. Last visited on 12/05/2023. Nuflo not accurate. Barton Chart is lose (LR No. 2015.08.10).,740,0,,2.5
TN-G83,GTSG,Low,88,4-Aug-21,Sand Free,Shallow,GP,8 weeks,0,29-Sep-21,,17-Mar-19,Cameron Fixed,,,,SI,SIBU_due to no flow. Last visited on 13/10/2023. Bean Choke hard to retrive.  Depressurize flowline from well to manifold GTS  prior open flange activities and repair thinning issue  at sampling point flowline TN-G5.,1301,0,,
TN-G8-ST1,GTSG,Low,125,22-Oct-19,Sand Free,SU1,NO,8 weeks,0,17-Dec-19,0,,Cameron Fixed,, , ,SI,"SIBU_due to no flow. Last visited on 13/04/2023. IGS supply jumper from TN-G16. Depressurize 8"" flowline and 2"" IG line, from WH to GTS for cluster maintenance dredging (CB Strait Fortune) at TN-G87 + isloated at SDV incoming GTS and SDV IGS to Remote. DH",3563,0,,0
TN-G9,GTSG,Low,10,9-Oct-23,Sand Free,SU1,NO,8 weeks,0,4-Dec-23,0,,Cameron Fixed,YES, , ,SI,SIBU_due to no flow. Visited on 28/12/2023. Qgas No Reference. Found CI pump broken. CI finding card excel.,3140,0,,0
TN-Gx108,GTSGx,Low,11,16-Jul-23,Sand Free,SU1,NO,8 weeks,0,10-Sep-23,0,,Cameron Blind CC30,, , ,SI,"SIBU_due to no flow. Last visited on 15/11/2023. Ann#B PG n/a. Auto SIBU well status: not active.  The autochoke sometimes close on its own. (if it closes,add more openings to the manual hydraulic autochoke pump).",3452,0,,0.7
TN-Gx111,GTSGx,Low,65,23-Oct-23,Sand Free,SU1,NO,8 weeks,0,18-Dec-23,0,30-May-16,Cameron Plug & Cage CC40,YES, , ,SI,SIBU_due to no flow. Last visited on 08/12/2023. PIT 35-PI100504 Indication for hydraulic pressure of DHSV broken (Discrepancy Between local and HMI.),3003,0,,2.7
